Hospital Name,City,"Staffed
Beds","Total
Discharges","Patient
Days","Gross Patient
Revenue ($000)"
San Angelo Community Medical Center,San Angelo,131,"4,151","17,362","$801,720"
San Antonio Military Medical Center North - Brooke Army Medical Center,Fort Sam Houston,0,0,0,$0
Scenic Mountain Medical Center,Big Spring,92,"2,489","8,065","$287,819"
Seton Medical Center Harker Heights,Harker Heights,66,"4,415","10,865","$401,645"
Seymour Hospital,Seymour,27,271,"1,026","$21,084"
Shannon Medical Center,San Angelo,369,"13,409","58,353","$1,215,888"
South Texas Spine & Surgical Hospital,San Antonio,30,"1,467","2,969","$146,067"
South Texas Surgical Hospital,Corpus Christi,33,849,"1,986","$144,353"
Southwest General Hospital,San Antonio,225,"9,637","40,575","$662,117"
Starr County Memorial Hospital,Rio Grande City,48,"1,010","3,431","$50,986"
Stephens Memorial Hospital,Breckenridge,14,298,875,"$39,178"
Surgery Specialty Hospitals of America,Pasadena,37,121,244,"$50,660"
Texas Emergency Hospital,Cleveland,107,"17,128","17,679","$58,595"
Texas Health Allen,Allen,44,"3,380","9,382","$280,417"
Texas Health Alliance,Fort Worth,101,"6,567","25,611","$406,434"
Texas Health Arlington Medical Hospital,Arlington,229,"11,410","57,333","$1,036,470"
Texas Health Azle,Azle,31,"1,546","5,121","$140,341"
Texas Health Center for Diagnostics & Surgery,Plano,18,567,"1,022","$197,330"
Texas Health Cleburne,Cleburne,109,"3,296","11,404","$271,985"
Texas Health Dallas,Dallas,629,"25,050","134,103","$2,177,082"
Texas Health Denton,Denton,196,"10,568","45,895","$912,232"
Texas Health Fort Worth,Fort Worth,662,"37,380","201,424","$3,209,642"
Texas Health Harris Methodist Hospital Southlake,Southlake,17,778,"1,360","$190,759"
Texas Health Heart & Vascular Hospital Arlington,Arlington,47,"1,042","4,794","$196,126"
Texas Health HEB,Bedford,249,"11,317","48,379","$903,961"
Texas Health Huguley Hospital Fort Worth South,Burleson,213,"10,669","48,604","$998,633"
Texas Health Kaufman,Kaufman,63,"1,343","3,645","$155,394"
Texas Health Plano,Plano,369,"20,384","81,514","$1,254,475"
Texas Health Presbyterian Hospital Flower Mound,Flower Mound,99,"8,321","22,787","$459,599"
Texas Health Southwest,Fort Worth,245,"14,554","53,609","$1,052,867"
Texas Health Stephenville,Stephenville,50,"1,751","5,529","$163,417"
Texas Institute for Surgery,Dallas,9,560,"1,139","$178,510"
Texas Orthopedic Hospital,Houston,49,"3,717","7,436","$916,005"
Texoma Medical Center,Denison,378,"19,430","89,322","$1,820,150"
The Hospital at Westlake Medical Center,West Lake Hills,23,816,"1,959","$81,331"
The Hospitals of Providence East Campus,El Paso,182,"12,879","58,354","$1,912,476"
The Hospitals of Providence Horizon City Campus,Horizon City,9,234,421,"$137,707"
The Hospitals of Providence Memorial Campus,El Paso,320,"15,171","64,399","$2,202,208"
The Hospitals of Providence Sierra Campus,El Paso,258,"7,477","34,944","$1,651,479"
The Hospitals of Providence Transmountain Campus,El Paso,106,"4,389","17,609","$672,309"
The Medical Center of Southeast Texas,Port Arthur,216,"7,687","33,668","$1,046,463"
The Physicians Centre Hospital,Bryan,16,268,536,"$52,398"
The University of Texas M. D. Anderson Cancer Center,Houston,674,"28,962","206,720","$7,267,641"
The University of Texas Medical Branch Galveston Campus,Galveston,561,"32,396","143,799","$3,163,068"
The Woman's Hospital of Texas,Houston,257,"14,055","112,999","$2,053,905"
Thomas E. Creek VA Medical Center,Amarillo,0,0,0,$0
Titus Regional Medical Center,Mount Pleasant,70,"2,890","11,219","$207,006"
TOPS Surgical Specialty Hospital,Houston,16,640,"1,270","$174,802"
Townsen Memorial Hospital,Humble,0,0,0,$0
Tyler County Hospital,Woodville,25,305,861,"$17,098"
United Memorial Medical Center,Houston,97,982,"8,096","$225,143"
United Regional Eleventh Street Campus,Wichita Falls,250,"14,853","64,220","$1,095,543"
University Hospital,San Antonio,633,"29,631","174,087","$3,419,322"
University Medical Center,Lubbock,476,"20,784","120,762","$2,752,249"
University Medical Center of El Paso,El Paso,271,"16,034","77,691","$1,220,153"
USMD Hospital at Arlington,Arlington,34,"1,351","4,453","$295,796"
USMD Hospital at Fort Worth,Fort Worth,8,201,413,"$77,176"
UT Health Athens,Athens,127,"5,862","18,240","$591,209"
UT Health Carthage,Carthage,42,691,"2,008","$95,492"
UT Health Henderson,Henderson,41,"1,519","4,575","$188,384"
UT Health Jacksonville,Jacksonville,32,"1,345","3,276","$152,480"
UT Health North Campus Tyler,Tyler,130,"1,047","4,919","$278,108"
UT Health Tyler,Tyler,339,"22,114","112,935","$2,972,300"
Val Verde Regional Medical Center,Del Rio,47,"1,222","7,817","$268,762"
Valley Baptist Medical Center - Harlingen,Harlingen,404,"16,907","78,044","$2,696,943"
Valley Baptist Micro Hospital- Weslaco,Weslaco,0,0,0,$0
Valley Regional Medical Center,Brownsville,214,"9,006","46,947","$1,601,290"
VBMC - Brownsville,Brownsville,243,"9,346","40,851","$1,556,383"
Wadley Regional Medical Center,Texarkana,199,"6,086","29,094","$590,756"
West Texas VA Health Care System,Big Spring,0,0,0,$0
Wilbarger General Hospital,Vernon,47,701,"2,551","$53,592"
William Beaumont Army Medical Center,El Paso,0,0,0,$0
William P. Clements Jr. University Hospital,Dallas,459,"22,342","128,380","$2,756,362"
Wilson N. Jones Regional Medical Center,Sherman,226,"4,958","21,648","$386,119"
Wise Health Surgical Hospital at Argyle,Argyle,0,0,0,$0
Wise Health Surgical Hospital at Parkway,Fort Worth,36,370,"1,039","$185,928"
Wise Regional Health System East Campus,Decatur,116,"5,148","20,377","$965,027"
Women's Memorial Hermann Memorial City Hospital,Houston,0,0,0,$0
Woodland Heights Medical Center,Lufkin,145,"5,666","23,998","$886,151"
Zale Lipshy Pavilion-William P. Clements Jr. University Hospital,Dallas,148,"4,843","24,247","$468,509"
Hospital Name,City,"Staffed
Beds","Total
Discharges","Patient
Days","Gross Patient
Revenue ($000)"
Alta View Hospital,Sandy,58,"2,780","8,807","$268,780"
American Fork Hospital,American Fork,91,"5,231","18,493","$367,812"
Ashley Regional Medical Center,Vernal,39,"1,355","3,558","$134,133"
Bear River Valley Hospital,Tremonton,16,424,"1,004","$45,443"
Brigham City Community Hospital,Brigham City,40,"1,075","3,031","$110,327"
Cache Valley Hospital,North Logan,28,693,"1,568","$129,308"
Castleview Hospital,Price,39,"1,304","4,721","$186,810"
Cedar City Hospital,Cedar City,48,"1,934","6,551","$180,190"
Davis Hospital and Medical Center,Layton,205,"4,707","18,936","$478,195"
Dixie Regional Medical Center,Saint George,284,"15,581","55,765","$1,252,022"
George E. Wahlen Department of Veterans Affairs Medical Center,Salt Lake City,0,0,0,$0
Intermountain Layton Hospital,Layton,0,0,0,$0
Intermountain Medical Center,Murray,502,"25,975","115,907","$2,498,939"
Jordan Valley Medical Center,West Jordan,314,"9,346","35,671","$781,194"
Jordan Valley Medical Center - West Valley Campus,West Valley City,94,"5,198","14,630","$158,278"
Lakeview Hospital,Bountiful,89,"3,786","13,267","$382,060"
LDS Hospital,Salt Lake City,250,"8,691","34,827","$669,958"
Logan Regional Hospital,Logan,151,"5,834","17,036","$409,708"
Lone Peak Hospital,Draper,30,"1,876","6,051","$224,227"
McKay-Dee Hospital,Ogden,310,"15,574","53,719","$1,378,775"
Mountain Point Medical Center,Lehi,0,0,0,$0
Mountain View Hospital,Payson,124,"3,489","11,627","$234,517"
Mountain West Medical Center,Tooele,36,"1,620","4,338","$160,844"
Ogden Regional Medical Center,Ogden,170,"7,639","31,340","$852,228"
Orem Community Hospital,Orem,22,901,"3,492","$73,524"
Park City Hospital,Park City,37,"1,848","4,208","$168,808"
Riverton Hospital,Riverton,87,"5,255","16,766","$343,160"
Saint Mark's Hospital,Salt Lake City,263,"13,017","53,563","$1,621,789"
Salt Lake Regional Medical Center,Salt Lake City,143,"2,952","9,550","$279,046"
Sevier Valley Hospital,Richfield,24,886,"2,588","$92,361"
The Orthopedic Specialty Hospital (TOSH),Murray,40,"1,739","2,956","$202,915"
Timpanogos Regional Hospital,Orem,117,"4,289","18,968","$391,840"
Uintah Basin Medical Center,Roosevelt,35,"1,461","4,682","$156,438"
University of Utah Hospital,Salt Lake City,585,"32,440","162,194","$3,822,996"
Utah Valley Hospital,Provo,359,"17,489","76,161","$1,361,904"
Hospital Name,City,"Staffed
Beds","Total
Discharges","Patient
Days","Gross Patient
Revenue ($000)"
Governor Juan F. Luis Hospital & Medical Center,Christiansted,77,"2,287","12,327","$98,764"
Roy Lester Schneider Hospital,Saint Thomas,107,"1,845","12,391","$95,286"
Hospital Name,City,"Staffed
Beds","Total
Discharges","Patient
Days","Gross Patient
Revenue ($000)"
Brattleboro Memorial Hospital,Brattleboro,47,"1,732","5,652","$158,813"
Northwestern Medical Center,Saint Albans,53,"2,388","6,990","$197,716"
Rutland Regional Medical Center,Rutland,124,"7,105","31,135","$548,516"
Southwestern Vermont Medical Center,Bennington,78,"3,408","11,409","$343,147"
The University of Vermont Health Network Central Vermont Medical Center,Berlin,76,"3,909","18,636","$389,142"
The University of Vermont Medical Center,Burlington,450,"19,737","115,274","$2,703,898"
White River Junction VA Medical Center,White River Junction,0,0,0,$0
Hospital Name,City,"Staffed
Beds","Total
Discharges","Patient
Days","Gross Patient
Revenue ($000)"
Providence Holy Family Hospital,Spokane,184,"7,955","37,378","$616,794"
Astria Toppenish Hospital,Toppenish,25,"1,125","3,333","$104,567"
Capital Medical Center,Olympia,107,"4,898","17,040","$639,585"
Cascade Valley Hospital,Arlington,48,"1,431","5,779","$165,939"
Central Washington Hospital,Wenatchee,198,"11,387","46,253","$877,768"
CHI Franciscan Health - St. Francis Hospital,Federal Way,124,"9,068","34,305","$1,321,116"
EvergreenHealth Kirkland,Kirkland,318,"19,337","68,087","$1,865,938"
EvergreenHealth Monroe,Monroe,27,"1,095","3,862","$136,452"
Grays Harbor Community Hospital,Aberdeen,49,"3,368","14,796","$358,551"
Harborview Medical Center,Seattle,413,"14,474","111,466","$2,529,967"
Harrison Medical Center - Bremerton,Bremerton,298,"21,249","63,885","$2,430,085"
Harrison Medical Center - Silverdale,Silverdale,0,0,0,$0
Highline Medical Center,Burien,129,"9,118","28,583","$955,776"
Island Hospital,Anacortes,43,"2,602","8,162","$230,663"
Jonathon M. Wainwright Memorial VA Medical Center,Walla Walla,0,0,0,$0
Kadlec Regional Medical Center,Richland,270,"16,318","74,029","$1,909,301"
Legacy Salmon Creek Hospital,Vancouver,166,"15,519","56,845","$1,101,531"
Madigan Army Medical Center,Tacoma,0,0,0,$0
Multicare Allenmore Hospital,Tacoma,0,0,0,$0
Multicare Auburn Medical Center,Auburn,131,"6,199","27,853","$811,035"
MultiCare Covington Medical Center,Covington,58,"1,252","3,067","$304,815"
MultiCare Deaconess Hospital,Spokane,267,"9,708","55,792","$1,484,983"
MultiCare Good Samaritan Hospital,Puyallup,321,"16,892","85,226","$1,957,077"
Multicare Tacoma General Hospital,Tacoma,380,"17,469","107,607","$3,646,615"
MultiCare Valley Hospital,Spokane Valley,123,"5,635","22,252","$699,871"
Naval Hospital Bremerton,Bremerton,0,0,0,$0
Naval Hospital Oak Harbor,Oak Harbor,0,0,0,$0
Olympic Medical Center,Port Angeles,78,"4,454","15,331","$403,824"
Overlake Medical Center,Bellevue,300,"20,621","69,579","$1,563,834"
PeaceHealth Saint John Medical Center,Longview,166,"8,542","32,572","$881,198"
PeaceHealth Saint Joseph Medical Center,Bellingham,241,"16,390","64,921","$1,517,452"
PeaceHealth Southwest Medical Center,Vancouver,450,"19,767","88,093","$1,975,066"
Providence Centralia Hospital,Centralia,116,"4,557","18,924","$740,418"
Providence Pavilion for Women and Children,Everett,0,0,0,$0
Providence Regional Medical Center Everett Colby Campus,Everett,514,"29,386","149,397","$2,348,409"
Providence Regional Medical Center Everett Pacific Campus,Everett,0,0,0,$0
Providence Sacred Heart Medical Center and Children's Hospital,Spokane,632,"28,060","153,076","$2,513,250"
Providence Saint Mary Medical Center,Walla Walla,128,"5,751","22,150","$601,682"
Providence Saint Peter Hospital,Olympia,322,"19,056","98,823","$2,045,470"
Saint Anthony Hospital,Gig Harbor,112,"5,223","25,284","$824,059"
Saint Joseph Medical Center,Tacoma,374,"24,310","116,023","$3,010,628"
Samaritan Hospital,Moses Lake,48,"3,163","10,545","$240,640"
Schick Shadel Hospital,Seattle,63,921,"9,378","$10,877"
Seattle Cancer Care Alliance,Seattle,20,560,"6,703","$1,298,539"
Skagit Valley Hospital,Mount Vernon,137,"8,110","36,947","$1,208,604"
Spokane VA Medical Center,Spokane,0,0,0,$0
St. Clare Hospital,Lakewood,106,"5,282","32,120","$912,628"
Swedish Ballard Campus,Seattle,0,0,0,$0
Swedish Cherry Hill Campus,Seattle,211,"8,959","48,244","$1,763,411"
Swedish Edmonds Campus,Edmonds,178,"10,467","49,163","$889,789"
Swedish First Hill Campus,Seattle,668,"36,115","175,093","$4,513,786"
Swedish Issaquah Campus,Issaquah,126,"6,688","21,934","$668,757"
Trios Southridge Hospital,Kennewick,0,0,0,$0
Trios Women's and Children's Hospital,Kennewick,111,"6,735","20,309","$448,892"
University of Washington Medical Center-Montlake,Seattle,442,"19,503","124,090","$2,883,288"
University of Washington Medical Center-Northwest,Seattle,206,"10,515","41,077","$1,145,665"
VA Puget Sound Health Care System - Seattle Division,Seattle,0,0,0,$0
Valley Medical Center,Renton,311,"16,709","78,823","$2,155,891"
Virginia Mason Hospital and Seattle Medical Center,Seattle,246,"12,272","66,969","$2,393,153"
Virginia Mason Memorial,Yakima,226,"14,325","44,961","$1,287,277"
Washington State Penitentiary Hospital,Walla Walla,0,0,0,$0
Wenatchee Valley Hospital and Clinics,Wenatchee,20,459,939,"$639,452"
Hospital Name,City,"Staffed
Beds","Total
Discharges","Patient
Days","Gross Patient
Revenue ($000)"
Ascension Columbia Saint Mary's Hospital Ozaukee,Mequon,120,"5,203","21,484","$567,491"
Ascension Columbia Saint Mary's Women's Hospital,Milwaukee,0,0,0,$0
Ascension Saint Michael's Hospital,Stevens Point,84,"4,004","11,832","$353,159"
American Family Children's Hospital,Madison,0,0,0,$0
Ascension All Saints Hospital - Spring Street Campus,Racine,263,"12,995","55,394","$970,313"
Ascension All Saints Hospital Wisconsin Avenue Campus,Racine,175,"5,280","32,003","$98,395"
Ascension Columbia Saint Mary's Hospital Milwaukee,Milwaukee,263,"14,121","69,250","$1,513,524"
Ascension North East Wisconsin - Mercy Campus,Oshkosh,110,"3,859","14,268","$231,606"
Ascension Northeast Wisconsin Saint Elizabeth Campus,Appleton,308,"12,822","48,724","$787,327"
Ascension Saint Clare's Hospital,Weston,99,"5,089","17,976","$254,164"
Ascension Saint Mary's Hospital,Rhinelander,63,"2,440","8,215","$295,406"
Ascension SE Wisconsin Hospital Franklin Campus,Franklin,44,"3,239","12,644","$272,262"
Ascension SE Wisconsin Hospital-Elmbrook Campus,Brookfield,108,"5,472","20,971","$310,494"
Ascension SE Wisconsin Hospital-St. Joseph Campus,Milwaukee,334,"14,807","60,314","$1,216,659"
Ascension St. Francis Hospital,Milwaukee,153,"5,933","27,843","$493,335"
Aspirus Riverview Hospital,Wisconsin Rapids,45,"3,011","10,021","$336,797"
Aspirus Wausau Hospital,Wausau,235,"14,241","64,239","$1,389,423"
Aurora BayCare Medical Center,Green Bay,167,"9,697","43,892","$1,399,882"
Aurora Lakeland Medical Center,Elkhorn,64,"2,564","9,159","$207,371"
Aurora Medical Center Grafton,Grafton,126,"7,878","31,053","$849,040"
Aurora Medical Center in Burlington,Burlington,55,"2,049","7,663","$326,056"
Aurora Medical Center in Summit,Summit,91,"4,135","16,106","$395,488"
Aurora Medical Center Kenosha,Kenosha,74,"5,593","19,965","$758,050"
Aurora Medical Center Manitowoc County,Two Rivers,69,"2,074","6,228","$231,613"
Aurora Medical Center Oshkosh,Oshkosh,72,"3,246","11,765","$470,135"
Aurora Medical Center Washington County,Hartford,35,"1,649","5,118","$208,061"
Aurora Medical Center-Bay Area,Marinette,55,"3,132","10,279","$341,060"
Aurora Saint Luke's Medical Center,Milwaukee,933,"39,683","227,336","$5,786,945"
Aurora Saint Luke's South Shore,Cudahy,0,0,0,$0
Aurora Sheboygan Memorial Medical Center,Sheboygan,136,"5,470","19,407","$489,416"
Aurora Sinai Medical Center,Milwaukee,228,"9,256","43,777","$502,034"
Aurora West Allis Medical Center,West Allis,277,"11,864","56,733","$921,452"
Bellin Hospital,Green Bay,175,"7,917","28,533","$1,106,654"
Beloit Memorial Hospital,Beloit,103,"4,352","17,220","$850,706"
Divine Savior Healthcare,Portage,126,"1,693","5,583","$240,809"
Fort Memorial Hospital,Fort Atkinson,49,"1,696","5,367","$307,190"
Froedtert Hospital,Milwaukee,607,"30,235","176,148","$5,137,068"
Froedtert Kenosha Hospital,Kenosha,200,"7,725","37,615","$1,012,178"
Froedtert Menomonee Falls Hospital,Menomonee Falls,202,"8,609","30,659","$821,247"
Froedtert Pleasant Prairie Hospital,Pleasant Prairie,107,53,111,"$24,678"
Froedtert West Bend Hospital,West Bend,70,"4,077","14,418","$446,550"
Gundersen Lutheran Medical Center,La Crosse,269,"14,532","65,878","$2,204,719"
Holy Family Memorial Medical Center,Manitowoc,58,"2,493","8,633","$382,861"
Howard Young Medical Center,Woodruff,50,"2,514","8,081","$131,129"
HSHS Sacred Heart Hospital,Eau Claire,192,"7,013","32,744","$436,635"
HSHS Saint Joseph's Hospital,Chippewa Falls,102,"2,905","12,527","$128,295"
HSHS Saint Mary's Hospital Medical Center,Green Bay,83,"3,432","12,775","$373,846"
HSHS Saint Nicholas Hospital,Sheboygan,53,"1,938","6,723","$323,606"
HSHS Saint Vincent Hospital,Green Bay,255,"10,166","48,770","$1,529,138"
Marshfield Medical Center,Marshfield,238,"11,912","67,354","$820,000"
Marshfield Medical Center - Eau Claire,Eau Claire,0,0,0,$0
Marshfield Medical Center Beaver Dam,Beaver Dam,240,"1,380","4,744","$263,862"
Marshfield Medical Center Rice Lake,Rice Lake,40,"2,106","6,321","$177,656"
Mayo Clinic Health System - Franciscan Healthcare in La Crosse,La Crosse,142,"5,383","22,971","$965,928"
